	group_name	protein_count	species_count	functional_category	functional_description	metagenome_sample_count	asf_species
7052	ENOG4107IQR	2	2	S	Nucleotidyltransferase domain	8	A492
7053	ENOG41074C8	2	2	S		6	A457
7054	ENOG4108ZX6	558	441	S	Electron transport protein SCO1 SenC	4	A457
7055	ENOG4108ZXJ	8	8	S		13	A492
7056	ENOG41066GJ	3	2	S	Nitrate reductase delta subunit	3	A457
7057	ENOG41066GP	17	17	L	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease (By similarity)	3	A502
7058	ENOG41066G1	11	10	O	Redoxin	10	A519
7059	ENOG4105MB6	4	4	S		14	A492
7060	ENOG41089H9	3	3	M		13	A356
7061	ENOG41070FY	2	2	G	Ribose/Galactose Isomerase	7	A502
7062	ENOG4106UFB	6	5	S		12	A492
7063	ENOG410722K	4	4	S		14	A502
7064	ENOG4105HUP	8	7	S	Uncharacterised protein family (UPF0104)	5	A361
7065	ENOG4105HU5	94	92	S	Thioesterase	14	A519
7066	ENOG4105HU0	25	25	S		15	A519
7067	ENOG4108H50	7	7	C	V-type sodium ATPase, catalytic A subunit	15	A519
7068	ENOG4106870	6	5	S		12	A356
7069	ENOG4108QT3	3	3	E	homoaconitate hydratase family protein	5	A500
7070	ENOG4108QTJ	16	16	S		10	A502
7071	ENOG4108C9U	37	34	S	prophage protein	11	A360
7072	ENOG4108C9S	2	2	S	Inherit from NOG: domain protein	15	A361
7073	ENOG4106PUV	2	2	P	Secretin and TonB N terminus short domain	15	A519
7074	ENOG4108C95	3	3	K	Iron dependent repressor, N-terminal DNA binding domain	3	A360
7075	ENOG4106PU4	3	3	S		11	A356
7076	ENOG4105IVE	7	7	T	Histidine kinase	4	A361
7077	ENOG4105PMQ	8	7	S		15	A519
7078	ENOG4107GBM	7	7	M	epimerase dehydratase	10	A492
7079	ENOG4106CQD	10	10	S		11	A502
7080	ENOG4106CQY	6	6	S	Plasmid stabilisation system protein	11	A492
7081	ENOG4106A90	53	50	V	Abi-like protein	15	A502
7082	ENOG4106A9A	19	17	S	Protein of unknown function (DUF1659)	5	A360
7083	ENOG4106A9C	6	6	K	Transcriptional regulator	14	A519
7084	ENOG4106A9X	7	7	S	3D domain	10	A492
7085	ENOG410748J	4	4	S		3	A519
7086	ENOG4105NWU	23	23	S		10	A457
7087	ENOG4108VHI	15	14	S		12	A502
7088	ENOG4108VH1	28	26	S	lysozyme	11	A457
7089	ENOG4107VYX	12	11	C	radical SAM domain protein	10	A356
7090	ENOG4106ZX4	2	2	S		4	A519
7091	ENOG41083PP	9	8	S	DNA polymerase beta domain protein region	6	A502
7092	ENOG4105JB3	22	22	K	Transcriptional regulator	10	A360
7093	ENOG4106913	45	24	S	dNA-binding protein	15	A519
7094	ENOG410691N	5	4	S		2	A492
7095	ENOG4105CKV	106	102	S	Membrane	13	A361
7096	ENOG4107QG5	6	6	S		6	A356
7097	ENOG41068R6	28	26	S		14	A519
7098	ENOG41068R9	3	3	S		4	A356
7099	ENOG41068RC	4	4	S		10	A502
7100	ENOG4105I5U	35	35	K	regulatoR	10	A492
7101	ENOG4105UP7	54	49	G	3-epimerase	3	A502
7102	ENOG41082Y4	6	6	G	pts system fructose subfamily IIa component	1	A457
7103	ENOG4105GB1	141	129	S	bioY protein	13	A457
7104	ENOG4106M0S	3	3	V	MatE	7	A502
7105	ENOG4108WCW	26	26	S		12	A361
7106	ENOG4106R7K	2	2	S		5	A492
7107	ENOG4108UUA	54	51	S	Acyl-transferase	13	A502
7108	ENOG4106DN5	29	23	S	Histone H1-like protein Hc1	15	A519
7109	ENOG4106DN7	7	7	S		7	A492
7110	ENOG4105ZPX	8	8	S	methyltransferase, type 11	9	A519
7111	ENOG4105ZPS	52	50	Q	nitrogen fixation protein	5	A519
7112	ENOG4106IYR	4	4	T	Response regulator receiver domain	5	A492
7113	ENOG4108Z58	330	325	Q	rRNA Methylase	12	A502
7114	ENOG41090PW	16	14	S	Uncharacterized protein conserved in bacteria (DUF2236)	2	A361
7115	ENOG4108SPG	57	55	NPTU	Periplasmic Protein	11	A500
7116	ENOG4108ESD	3	3	S		2	A492
7117	ENOG4108ES9	17	14	K	ParB domain protein nuclease	10	A502
7118	ENOG4107Z97	3	3	G	Sugar (and other) transporter	6	A360
7119	ENOG4107Z9H	20	18	O	Cytochrome c biogenesis protein	6	A502
7120	ENOG4105H6Q	180	149	G	decarboxylase	7	A361
7121	ENOG4107QY8	446	233	C	reductase	12	A457
7122	ENOG4107QY3	187	137	T	serine threonine protein kinase	15	A519
7123	ENOG4107QY7	111	108	G	Major Facilitator	14	A500
7124	ENOG4107QYH	8	8	E	Arginine deiminase	10	A519
7125	ENOG4106QJ6	68	26	L	Integrase catalytic subunit	15	A519
7126	ENOG410879B	6	6	S	Protein of unknown function (DUF523)	2	A502
7127	ENOG4108X2E	64	52	S	peptidase C11, clostripain	14	A500
7128	ENOG4108X2D	22	22	S		14	A519
7129	ENOG4107HH2	9	7	S		15	A519
7130	ENOG410659C	5	3	S	Collagen triple helix repeat (20 copies)	3	A500
7131	ENOG410659V	3	3	L	Inherit from COG: ERI1 exoribonuclease family member	7	A492
7132	ENOG4108I52	12	12	S	extradiol ring-cleavage dioxygenase class IIi protein subunit b	13	A492
7133	ENOG4108KJQ	14	14	S		11	A492
7134	ENOG4108KJK	9	8	S		7	A519
7135	ENOG4108KJA	49	48	S	Domain-Containing protein	11	A519
7136	ENOG4108KJ1	56	46	G	Trap dicarboxylate transporter, dctp subunit	11	A356
7137	ENOG410813T	32	31	H	Joins Ado-cobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin) (By similarity)	1	A492
7138	ENOG410813M	5	5	GM	Inherit from COG: Capsular polysaccharide biosynthesis protein	12	A519
7139	ENOG410813E	13	13	M	glycosyl transferase	12	A492
7140	ENOG4106PUC	2	2	S		2	A360
7141	ENOG4108FSR	2	2	G	Binding-protein-dependent transport system inner membrane component	6	A492
7142	ENOG4108FSS	8	8	L	dEAD DEAH box helicase	10	A500
7143	ENOG4108FSP	2	2	K	Transcriptional regulator PadR-like family	10	A502
7144	ENOG4108FS7	3	3	G	Branched-chain amino acid transport system / permease component	11	A492
7145	ENOG4108NEF	27	25	J	RNA binding s1 domain protein	13	A502
7146	ENOG4108NE1	21	20	S		15	A519
7147	ENOG4108NE4	12	12	S		10	A492
7148	ENOG4105GBN	8	8	S		6	A356
7149	ENOG4105GBG	3	3	S		1	A500
7150	ENOG4105D6N	117	100	I	CoA-transferase, subunit a	9	A457
7151	ENOG4105D6Y	149	147	S	Permease, YjgP YjgQ family	15	A519
7152	ENOG41063CV	8	8	S		4	A492
7153	ENOG41063CQ	4	4	S	Prokaryotic N-terminal methylation motif	6	A361
7154	ENOG41063CS	53	42	L	Replication Protein	14	A492
7155	ENOG41063CY	5	5	S		6	A500
7156	ENOG4107780	6	4	S		8	A519
7157	ENOG410814C	536	486	P	multidrug resistance protein	6	A361
7158	ENOG410778Y	16	16	S		14	A519
7159	ENOG410778P	3	3	S		1	A360
7160	ENOG4106QXS	2	2	S		2	A502
7161	ENOG4108WYM	11	11	S		14	A500
7162	ENOG4106U32	3	3	S		13	A519
7163	ENOG4106BVQ	9	9	S		7	A492
7164	ENOG4106BVP	3	3	S	stress responsive alpha-beta barrel domain-containing protein	4	A360
7165	ENOG41071XY	9	7	S		6	A360
7166	ENOG41071XW	2	2	S		8	A502
7167	ENOG410878S	2	2	D	CrcB-like protein	10	A361
7168	ENOG4108Q99	12	12	S	ECF-type sigma factor negative effector	8	A502
7169	ENOG4108Q9B	111	110	S	Endonuclease Exonuclease phosphatase	15	A519
7170	ENOG4107BBS	2	2	S		3	A360
7171	ENOG4107ZDI	4	4	S		13	A492
7172	ENOG4105T0E	15	15	S		7	A356
7173	ENOG41062PA	8	8	S		13	A500
7174	ENOG4106S9J	7	2	S		7	A457
7175	ENOG4106S9H	9	7	S		4	A500
7176	ENOG4106S90	14	14	S		14	A502
7177	ENOG4106QQF	2	2	S		1	A492
7178	ENOG4106QQ0	13	4	S		14	A519
7179	ENOG41069GQ	8	8	S		12	A492
7180	ENOG41069GX	76	74	K	Transcriptional regulator	15	A519
7181	ENOG41069GC	7	7	S		14	A519
7182	ENOG41069GH	5	5	S		14	A492
7183	ENOG4107UEK	47	44	G	pfkb domain protein	9	A502
7184	ENOG4107UE1	82	81	F	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis (By similarity)	14	A457
7185	ENOG4107UE4	17	15	L	Reverse transcriptase	15	A502
7186	ENOG4106BDX	20	18	S	Protein of unknown function (DUF2922)	11	A360
7187	ENOG4105CY7	98	88	T	stage II sporulation protein E	14	A502
7188	ENOG4105CY5	217	193	P	solute-binding protein	9	A502
7189	ENOG4105CYF	377	286	G	SMP-30 gluconolaconase LRE domain protein	9	A519
7190	ENOG4107PN3	2	2	O	Redoxin	10	A519
7191	ENOG4107PNM	38	37	S	Transfer protein	9	A457
7192	ENOG41085E0	16	16	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	13	A492
7193	ENOG4105XVJ	95	95	S	Protein of unknown function (DUF327)	13	A492
7194	ENOG4105XVK	55	49	K	acetyltransferase	9	A492
7195	ENOG4105XVF	38	33	K	Competence transcription factor	5	A492
7196	ENOG4106SWF	5	5	S	Bacterial Ig-like domain (group 2)	11	A492
7197	ENOG4107V37	14	11	S	Rhs element vgr protein	8	A457
7198	ENOG4107V3Y	3	3	EH	chorismate binding enzyme	15	A519
7199	ENOG4107B4J	5	1	S	dNA-binding protein	15	A519
7200	ENOG4108WNM	5	5	S		12	A502
7201	ENOG4108WNX	9	9	K	AraC Family Transcriptional Regulator	14	A519
7202	ENOG4108WNZ	16	16	S	Integral membrane protein (DUF2244)	5	A500
7203	ENOG4108WN8	23	23	T	Histidine kinase	11	A502
7204	ENOG4108I2V	7	7	S	had-superfamily hydrolase, subfamily ia, variant	11	A492
7205	ENOG4108I24	13	12	M	Peptidase family S41	15	A519
7206	ENOG41082PZ	4	4	M	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0) (By similarity)	9	A457
7207	ENOG41063V3	98	93	S	Involved in initiation control of chromosome replication (By similarity)	7	A361
7208	ENOG41063V1	30	30	H	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid (By similarity)	15	A519
7209	ENOG41063VZ	19	19	S	Sodium pump decarboxylase gamma subunit	14	A519
7210	ENOG41063VB	23	17	S	Conserved Protein	8	A361
7211	ENOG41084V4	8	8	S	Thioesterase superfamily	13	A492
7212	ENOG41084VS	3	3	K	Inherit from COG: Transcriptional regulator	14	A502
7213	ENOG41084VY	4	4	S		11	A457
7214	ENOG41084VK	5	5	C	4fe-4S ferredoxin iroN-sulfur binding	3	A457
7215	ENOG41084VM	102	88	V	ABC-2 type transporter	14	A360
7216	ENOG41064CS	7	7	S		11	A519
7217	ENOG41064CE	6	5	S		9	A500
7218	ENOG4105KFW	65	64	S	domain protein	11	A502
7219	ENOG41072ZI	2	2	S		5	A457
7220	ENOG41072ZC	3	3	S		5	A500
7221	ENOG4107D68	2	2	S		7	A356
7222	ENOG4107D6E	2	2	S		6	A502
7223	ENOG41080UF	6	6	M	Lytic transglycosylase catalytic	5	A457
7224	ENOG41080UI	4	4	J	Pseudouridine synthase	9	A457
7225	ENOG410825W	13	12	S	radical SAM domain protein	13	A492
7226	ENOG4107ST1	64	60	S	Methyl-accepting chemotaxis	12	A457
7227	ENOG4107ST9	71	70	F	nucleoside hydrolase	6	A360
7228	ENOG4107STV	13	13	G	Catalyzes the conversion of L-arabinose to L-ribulose (By similarity)	14	A502
7229	ENOG4107STF	167	153	E	Involved in phosphonate degradation (By similarity)	13	A519
7230	ENOG4107STN	18	18	M	glycosyl transferase group 1	8	A457
7231	ENOG4108S4D	12	12	S	Protein of unknown function (DUF3408)	15	A519
7232	ENOG4106HK5	3	3	S		5	A457
7233	ENOG4107ZSU	36	34	S	Ser Thr phosphatase family protein	15	A519
7234	ENOG4107ZST	20	17	E	amino acid	9	A502
7235	ENOG4107ZSH	3	3	K	Transcriptional regulator	1	A502
7236	ENOG4107AF6	2	2	S		1	A500
7237	ENOG4105RC0	8	8	S		3	A492
7238	ENOG4105RC2	62	39	S	conjugative transposon protein TraQ	15	A519
7239	ENOG4108ABH	4	4	M	Glycosyl transferases group 1	5	A502
7240	ENOG4106ZPK	2	2	S		2	A519
7241	ENOG4106AQH	6	6	S		13	A500
7242	ENOG4106G9T	4	4	S		9	A519
7243	ENOG4108HXP	34	25	P	tonB-dependent Receptor	15	A519
7244	ENOG4107JM5	4	4	L	Inherit from COG: DNA Methylase	13	A492
7245	ENOG4108HX0	53	50	M	Nad-dependent epimerase dehydratase	12	A492
7246	ENOG41069ZR	18	16	S		12	A360
7247	ENOG41069ZF	8	8	S		9	A519
7248	ENOG4107UZI	105	105	S	Rhomboid family	15	A519
7249	ENOG4106SA6	6	5	S		13	A500
7250	ENOG410854W	4	4	S		8	A492
7251	ENOG4106N4V	3	3	V	Efflux ABC transporter, permease protein	10	A519
7252	ENOG4106N4S	4	4	S		15	A519
7253	ENOG4107PY5	2	2	S		3	A502
7254	ENOG4107PYV	15	14	S		10	A502
7255	ENOG4108388	3	3	J	Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)	14	A519
7256	ENOG4108389	14	13	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)	1	A457
7257	ENOG410838M	13	10	M	outer membrane chaperone Skp (OmpH)	9	A519
7258	ENOG410838C	8	8	J	2'-5' rna ligase	5	A356
7259	ENOG410838T	5	5	O	ppic-type peptidyL-prolyl cis-trans isomerase	9	A457
7260	ENOG41085PS	2	2	S	Polyketide cyclase / dehydrase and lipid transport	3	A500
7261	ENOG41065C9	20	19	S	methyltransferase, type 11	5	A492
7262	ENOG4107IHK	2	2	S	Bacterial Ig-like domain (group 2)	13	A500
7263	ENOG4105Z52	15	15	U	Preprotein translocase SecG subunit	2	A356
7264	ENOG4106H3K	3	3	S		6	A457
7265	ENOG4108YG0	28	26	K	protein containing TIR-like	8	A519
7266	ENOG4108YG5	8	6	S		15	A519
7267	ENOG41062PU	6	6	S	YycH protein	7	A356
7268	ENOG4105G5U	8	8	S		13	A500
7269	ENOG4105EU3	95	84	M	Transglycosylase	15	A519
7270	ENOG4105EUA	45	27	P	Sulfatase	12	A519
7271	ENOG4105EUB	1031	666	O	pirin domain protein	5	A519
7272	ENOG4105EUH	537	462	C	cytochrome C oxidase, cbb3-type, subunit i	13	A457
7273	ENOG4105EUT	61	35	S	oxidoreductase Domain protein	12	A519
7274	ENOG4105EUZ	248	192	Q	Beta-lactamase domain protein	12	A502
7275	ENOG4105S0C	15	15	S	Protein of unknown function (DUF2874)	15	A519
7276	ENOG4105S05	5	5	T	Protein phosphatase 2C	13	A492
7277	ENOG4108P6N	34	34	S	Oxaloacetate decarboxylase, gamma chain 	15	A519
7278	ENOG4108P6W	18	13	T	sigma factor regulatory protein, FecR PupR family	13	A519
7279	ENOG410618R	10	9	S	DNA Polymerase Beta Domain Protein Region	5	A492
7280	ENOG410618P	6	6	S		13	A492
7281	ENOG4105MIE	23	22	S	DsrE/DsrF-like family	6	A519
7282	ENOG4106D68	5	4	S	Protein of unknown function (DUF2281)	9	A502
7283	ENOG4106D6G	3	3	S		6	A519
7284	ENOG4108WUN	8	8	K	ECF subfamily RNA polymerase	2	A519
7285	ENOG4106JZ5	2	2	S		9	A356
7286	ENOG4106S98	3	3	S		11	A519
7287	ENOG4106S94	6	5	S		4	A457
7288	ENOG4106U8H	14	14	S		13	A492
7289	ENOG4106FQN	9	9	S	Protein of unknown function (DUF1344)	12	A457
7290	ENOG41074M6	3	3	S		2	A492
7291	ENOG4108GW8	3	3	S		4	A356
7292	ENOG41074MX	2	1	S	TPR	15	A519
7293	ENOG41074MW	3	3	K	RNA polymerase sigma-24 subunit, ECF subfamily	6	A492
7294	ENOG4105KSB	7	7	E	Inherit from COG: glyoxalase bleomycin resistance protein dioxygenase	8	A492
7295	ENOG4108XT0	127	126	S	cell division protein	15	A519
7296	ENOG4108XT4	13	13	S	Protein of unknown function (DUF1653)	7	A502
7297	ENOG4108XTS	20	18	S	aspartyl glutamyl-tRNA(Asn Gln) amidotransferase, subunit A	12	A500
7298	ENOG4108XTR	19	19	S	Protein of unknown function DUF115	7	A500
7299	ENOG4108XTI	10	10	S		8	A519
7300	ENOG4106B8S	4	4	S	TPR	13	A519
7301	ENOG4107SID	117	114	L	ATP-dependent exodnase (exonuclease v)	15	A519
7302	ENOG4107SIG	65	62	P	periplasmic solute binding protein	7	A457
7303	ENOG4107SII	113	108	HJ	Ribosomal protein S6 modification	7	A519
7304	ENOG41060GS	4	4	S		14	A492
7305	ENOG41071W9	17	15	S		9	A519
7306	ENOG4106WFV	3	3	K		2	A492
7307	ENOG4108J2K	4	4	NU	Competence protein	8	A360
7308	ENOG4108J2C	338	325	O	peptidase, M48	14	A519
7309	ENOG4108J2D	3	3	E	Alcohol dehydrogenase GroES-like domain	14	A519
7310	ENOG4108J2R	710	381	C	molybdopterin oxidoreductase	12	A457
7311	ENOG4108J27	4	1	L	transposase	8	A361
7312	ENOG4108AU4	80	76	G	Glycoside hydrolase family 76	13	A519
7313	ENOG4108AUW	2	2	S	Sulfite exporter TauE/SafE	9	A500
7314	ENOG4108AUG	4	4	S		12	A502
7315	ENOG4106ADX	4	3	S		7	A361
7316	ENOG4106ADD	43	39	S	Protein of unknown function (DUF3042)	11	A361
7317	ENOG41069GR	4	4	S	Protein of unknown function (DUF1049)	5	A502
7318	ENOG4108HMP	36	21	T	Serine threonine protein kinase with WD-40 repeats	11	A492
7319	ENOG4105FWH	8	6	S	Pfam:DUF820	12	A492
7320	ENOG4107EZS	4	4	L	DNA binding domain protein, excisionase family	5	A500
7321	ENOG4106GVV	8	8	S		9	A492
7322	ENOG4105QZP	82	81	S	Uncharacterized protein conserved in bacteria (DUF2140)	7	A361
7323	ENOG410877U	3	3	S	Inherit from NOG: Protein of unknown function (DUF1292)	10	A500
7324	ENOG4106VUT	4	4	S	Protein of unknown function (DUF2582)	8	A519
7325	ENOG4108YZ8	54	54	C	Superoxide reductase	8	A457
7326	ENOG4108YZV	55	51	S	phage major capsid protein, HK97 family	12	A502
7327	ENOG4107TEC	3	3	EH	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	6	A360
7328	ENOG4107TEB	59	56	S	Ankyrin repeat	13	A457
7329	ENOG4107TEM	134	125	I	Acyl-transferase	14	A519
7330	ENOG4107TE3	25	20	S	Bacterial membrane protein	8	A519
7331	ENOG4107TE1	18	17	G	transport protein	5	A502
7332	ENOG4107TE9	87	75	P	ABC transporter substrate-binding protein	9	A492
7333	ENOG41078BD	2	2	S		12	A500
7334	ENOG4107Y8J	5	5	S		8	A457
7335	ENOG41082K9	15	15	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0) (By similarity)	10	A500
7336	ENOG4106RKK	2	2	S		7	A502
7337	ENOG410848P	9	8	S	hydrolase	11	A502
7338	ENOG410848E	28	23	S	DNA Polymerase Beta Domain Protein Region	15	A519
7339	ENOG4108SI5	28	27	S		13	A502
7340	ENOG4108SIX	9	8	S	Calcineurin-like phosphoesterase	12	A519
7341	ENOG4108SIW	3	3	S		8	A502
7342	ENOG4108SIS	24	14	T	Anti-feci sigma factor, fecr	14	A519
7343	ENOG4108RNV	7	7	S		4	A502
7344	ENOG4105R0P	15	15	S		4	A492
7345	ENOG4105R0S	16	16	S		13	A492
7346	ENOG410670I	10	7	S		5	A492
7347	ENOG4105PXR	33	31	S	Erf family	13	A356
7348	ENOG4105PX0	61	60	L	TatD family	15	A519
7349	ENOG410856D	7	7	S	stage III sporulation protein AG	13	A500
7350	ENOG4107986	5	5	S		10	A519
7351	ENOG41060PI	7	7	S		14	A519
7352	ENOG41060PQ	19	19	C	electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration (By similarity)	4	A492
7353	ENOG410668J	12	12	S		10	A519
7354	ENOG4106WQS	6	6	S		10	A502
7355	ENOG4106WQQ	4	4	S		8	A492
7356	ENOG4106WQC	2	2	S		10	A492
7357	ENOG4106WQA	2	2	S		6	A492
7358	ENOG4106WQ7	14	9	S	repeat protein	14	A519
7359	ENOG4106E2G	4	4	S		4	A500
7360	ENOG4106E28	4	4	M	Glycosyl transferases group 1	6	A492
7361	ENOG4105JD2	29	28	I	Acyl-transferase	11	A492
7362	ENOG41063MZ	7	7	S		12	A502
7363	ENOG4106XDF	97	71	E	peptidase s9 prolyl oligopeptidase active site domain protein	15	A519
7364	ENOG4107WM7	6	6	G	Glycosyl Hydrolase Family 88	13	A519
7365	ENOG4107RRQ	43	43	O	cytochrome c-type biogenesis protein ccmb	6	A457
7366	ENOG4107RRB	29	29	G	Phosphoenolpyruvate phosphomutase	14	A502
7367	ENOG4107RRF	81	77	E	PHP domain protein	4	A502
7368	ENOG4106SJ1	2	2	L	Initiator Replication protein	4	A360
7369	ENOG4107XMC	3	3	E	AzlC protein	10	A502
7370	ENOG4107NDI	3	3	S		6	A361
7371	ENOG4108TID	3	3	S		2	A500
7372	ENOG4108TIR	9	6	S		9	A457
7373	ENOG4105ZKP	6	4	K	HTH_ARAC	9	A502
7374	ENOG4105ZKA	14	13	S	Tic20-like protein	13	A502
7375	ENOG410732F	2	2	S		3	A492
7376	ENOG410732T	3	2	S		10	A356
7377	ENOG4107327	2	2	S	PemK-like protein	3	A360
7378	ENOG4108IZS	8	7	C	heterodisulfide reductase, subunit	11	A502
7379	ENOG4106HMN	98	97	S	domain protein	14	A519
7380	ENOG4107TXM	62	59	GM	Nad-dependent epimerase dehydratase	8	A492
7381	ENOG41061RM	16	16	M	osmotically inducible lipoprotein	9	A360
7382	ENOG4106RIY	14	13	S		15	A519
7383	ENOG410603S	7	7	K	HTH_XRE	6	A457
7384	ENOG41086R1	5	5	S		11	A457
7385	ENOG41086RJ	6	6	S	Protein of unknown function (DUF1021)	11	A492
7386	ENOG41071UH	5	5	S		6	A360
7387	ENOG41071UX	10	10	S	Inherit from COG: Protein of unknown function (DUF1093)	7	A360
7388	ENOG4105IBK	17	17	S	Domain of unknown function (DUF955)	14	A500
7389	ENOG4105IBJ	22	22	S		15	A492
7390	ENOG4105IB4	125	123	S		15	A519
7391	ENOG4108ZC1	127	121	H	mosc domain containing protein	10	A500
7392	ENOG4108ZCJ	35	34	S		11	A361
7393	ENOG4108ZCE	610	481	J	endoribonuclease L-psp	14	A502
7394	ENOG4108ZCR	10	10	HJ	RimK domain protein ATP-grasp	9	A492
7395	ENOG4108ZCP	4	4	S		4	A519
7396	ENOG4107F2F	10	10	M	Cysteine-rich secretory protein family	13	A500
7397	ENOG4107F2Q	4	4	S		9	A492
7398	ENOG41082MG	5	5	P	Multiple antibiotic resistance	5	A457
7399	ENOG41082MC	104	98	C	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)	9	A457
7400	ENOG41082M7	13	13	P	Cobalt transport protein	10	A361
7401	ENOG410754R	3	2	S		5	A492
7402	ENOG410754D	2	2	S	Plasmid stabilisation system protein	1	A500
7403	ENOG4107XKW	4	4	V	LD-carboxypeptidase	11	A361
7404	ENOG4106QVX	10	9	S		15	A519
7405	ENOG4106KX2	60	33	S	Oxidoreductase domain protein	12	A519
7406	ENOG4108NQ8	27	26	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	12	A502
7407	ENOG4108NQ3	68	61	S	Phosphatidylinositol-specific phospholipase C	12	A519
7408	ENOG4108NQZ	54	54	S	cbs domain containing protein	13	A519
7409	ENOG4105DB2	66	61	O	DnaK-type molecular chaperone (HSP70 family	5	A492
7410	ENOG4105DBC	86	85	S	Pfam:DUF3706	13	A492
7411	ENOG4107B4E	2	2	S		9	A457
7412	ENOG4105PGN	44	44	S	Protein of unknown function (DUF3256)	15	A519
7413	ENOG4106BBA	7	7	K	RNA polymerase ECF-type sigma factor	11	A519
7414	ENOG4105PGQ	28	26	K	Transcriptional regulator	13	A519
7415	ENOG4106GQ3	6	5	S		11	A502
7416	ENOG4106GQG	5	5	S		2	A492
7417	ENOG4106GQV	7	6	S	Protein of unknown function (DUF3021)	6	A360
7418	ENOG4107X8I	7	5	S	type i phosphodiesterase nucleotide pyrophosphatase	9	A502
7419	ENOG4107X8A	8	8	K	AraC family transcriptional regulator	10	A519
7420	ENOG4107X8B	5	5	S	Domain of unknown function DUF20	15	A519
7421	ENOG4107X84	39	27	G	AP endonuclease family 2	13	A519
7422	ENOG4105E0S	46	33	G	extracellular solute-binding protein family 1	8	A457
7423	ENOG4107RI0	136	130	E	Chorismate mutase	15	A519
7424	ENOG4107RI6	52	52	E	Anthranilate phosphoribosyltransferase	13	A519
7425	ENOG4107RIV	149	149	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP) (By similarity)	15	A519
7426	ENOG4107RIM	123	103	C	Dehydrogenase	4	A360
7427	ENOG410858S	6	6	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes	3	A457
7428	ENOG41087PP	223	138	CG	glycosyltransferase MGT family	15	A492
7429	ENOG4105IKH	48	48	S	Protein of unknown function (DUF456)	14	A519
7430	ENOG41088BF	4	4	P	TonB-dependent Receptor Plug	15	A519
